jenis_ikan,nama_ikan,tahun,bulan,total_kg_x,tanggal,no,lokasi,total_kg_y,jenis_alat_tangkap
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Tanjungpanto,45.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Tanjungpanto,45.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Tanjungpanto,45.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Sukahujan,101.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Sukahujan,101.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Sukahujan,101.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Cipunaga,167.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Cipunaga,167.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Cipunaga,167.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Panyaungan,135.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Panyaungan,135.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Panyaungan,135.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Situregen,153.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Situregen,153.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Situregen,153.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Bayah,949.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Bayah,949.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Bayah,949.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Pulomanuk,263.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Pulomanuk,263.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Pulomanuk,263.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Sawarna,167.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Sawarna,167.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Sawarna,167.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Citarate,91.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Citarate,91.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Citarate,91.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Cibareno,137.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Cibareno,137.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06,40,Cibareno,137.0,Rawai Tuna (Tuna Longline)
Pelagis Kecil,Tetengkek,2021,6,125,2021-01-06,,Unknown,0.0,Unknown
Pelagis Besar,Tongkol,2021,6,26150,2021-01-06,43,Binuangeun,22044.0,Unknown
Pelagis Besar,Tongkol,2021,6,26150,2021-01-06,43,Tanjungpanto,267.0,Unknown
Pelagis Besar,Tongkol,2021,6,26150,2021-01-06,43,Sukahujan,593.0,Unknown
Pelagis Besar,Tongkol,2021,6,26150,2021-01-06,43,Cipunaga,988.0,Unknown
Pelagis Besar,Tongkol,2021,6,26150,2021-01-06,43,Panyaungan,800.0,Unknown
Pelagis Besar,Tongkol,2021,6,26150,2021-01-06,43,Situregen,908.0,Unknown
Pelagis Besar,Tongkol,2021,6,26150,2021-01-06,43,Bayah,13244.0,Unknown
Pelagis Besar,Tongkol,2021,6,26150,2021-01-06,43,Pulomanuk,1577.0,Unknown
Pelagis Besar,Tongkol,2021,6,26150,2021-01-06,43,Sawarna,987.0,Unknown
Pelagis Besar,Tongkol,2021,6,26150,2021-01-06,43,Citarate,551.0,Unknown
Pelagis Besar,Tongkol,2021,6,26150,2021-01-06,43,Cibareno,827.0,Unknown
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Binuangeun,875087.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Binuangeun,875087.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Binuangeun,875087.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Tanjungpanto,500.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Tanjungpanto,500.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Tanjungpanto,500.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Sukahujan,1112.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Sukahujan,1112.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Sukahujan,1112.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Cipunaga,1853.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Cipunaga,1853.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Cipunaga,1853.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Panyaungan,1501.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Panyaungan,1501.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Panyaungan,1501.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Situregen,1705.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Situregen,1705.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Situregen,1705.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Bayah,9637.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Bayah,9637.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Bayah,9637.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Pulomanuk,2965.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Pulomanuk,2965.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Pulomanuk,2965.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Sawarna,1853.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Sawarna,1853.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06,49,Sawarna,1853.0,Rawai Tuna (Tuna Longline)
