jenis_ikan,nama_ikan,tahun,bulan,total_kg,tanggal
Pelagis Besar,Tongkol Komo ,2023,5,132804,2023-01-05
Pelagis Besar,Tongkol Lisong ,2023,5,125953,2023-01-05
Pelagis Besar,Tuna Mata Besar ,2023,5,1624,2023-01-05
Pelagis Besar,Tuna Sirip Kuning,2023,5,90522,2023-01-05
jumlah,,2023,5,50868143,2023-01-05
Demersal,Manyung,2023,5,1890,2023-01-05
Pelagis Besar,Tenggiri ,2023,5,66882,2023-01-05
Pelagis Kecil,Lencam ,2023,5,356,2023-01-05
Pelagis Besar,Lemadang ,2023,5,125535,2023-01-05
Karang (Reef-Associated),Ayam-ayam,2023,5,4674,2023-01-05
Pelagis Kecil,Layur ,2023,5,2214,2023-01-05
Pelagis Besar,Bawal Laut,2023,5,3444,2023-01-05
Pelagis Besar,Cakalang ,2023,5,16417744,2023-01-05
Pelagis Besar,Cendro ,2023,5,37024,2023-01-05
Pelagis Kecil,Ekor Kuning ,2023,5,51976,2023-01-05
Demersal,Gabus Laut ,2023,5,76896,2023-01-05
Demersal,Gerot-gerot ,2023,5,1026704,2023-01-05
Demersal,Gulamah ,2023,5,511928,2023-01-05
Karang (Reef-Associated),Kakap ,2023,5,1032,2023-01-05
Karang (Reef-Associated),Kakap Batu ,2023,5,1854,2023-01-05
Karang (Reef-Associated),Kakap Jenaha ,2023,5,731,2023-01-05
Demersal,Golok-golok ,2023,5,21004,2023-01-05
Pelagis Kecil,Kapas-kapas ,2023,5,26746,2023-01-05
Karang (Reef-Associated),Kakap Merah ,2023,5,9256,2023-01-05
Pelagis Kecil,Layang ,2023,5,30906,2023-01-05
Karang (Reef-Associated),Kuwe Gerong ,2023,5,25296,2023-01-05
Karang (Reef-Associated),Kuwe ,2023,5,166532,2023-01-05
Pelagis Kecil,Kuro,2023,5,57316,2023-01-05
Pelagis Besar,Layaran ,2023,5,412,2023-01-05
Demersal,Kuniran,2023,5,183696,2023-01-05
Karang (Reef-Associated),Kerapu,2023,5,356,2023-01-05
Pelagis Kecil,Kembung Perempuan ,2023,5,80104,2023-01-05
Pelagis Kecil,Kembung Lelaki ,2023,5,99603,2023-01-05
Demersal,Kurisi ,2023,5,297616,2023-01-05
Demersal,Selar Bentong ,2023,6,116808,2023-01-06
Demersal,Manyung,2023,6,2655,2023-01-06
Demersal,Marlin,2023,6,1386,2023-01-06
Pelagis Besar,Nyunglas ,2023,6,51759,2023-01-06
Pelagis Kecil,Pari,2023,6,2826,2023-01-06
Demersal,Pedang ,2023,6,6816,2023-01-06
Pelagis Besar,Peperek,2023,6,7020,2023-01-06
Pelagis Kecil,Pinjalo ,2023,6,747,2023-01-06
Karang (Reef-Associated),Pisang-pisang ,2023,6,38610,2023-01-06
Pelagis Kecil,Sebelah ,2023,6,2070,2023-01-06
Pelagis Kecil,Selar Kuning ,2023,6,2424,2023-01-06
Pelagis Kecil,Lencam ,2023,6,84588,2023-01-06
Pelagis Besar,Tenggiri ,2023,6,27264,2023-01-06
Pelagis Besar,Tenggiri Papan ,2023,6,143775,2023-01-06
Pelagis Besar,Tetengkek ,2023,6,20054,2023-01-06
Pelagis Kecil,Tongkol ,2023,6,13008,2023-01-06
Pelagis Besar,Tongkol Abu-abu ,2023,6,8672,2023-01-06
Pelagis Besar,Tongkol Banyar ,2023,6,36314,2023-01-06
Pelagis Besar,Tongkol Komo ,2023,6,402164,2023-01-06
Pelagis Besar,Tongkol Lisong ,2023,6,4878,2023-01-06
Pelagis Besar,Tuna Mata Besar ,2023,6,33292,2023-01-06
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06
jumlah,,2023,6,58853364,2023-01-06
Pelagis Kecil,Swanggi ,2023,6,38584,2023-01-06
Pelagis Besar,Lemadang ,2023,6,15600,2023-01-06
Pelagis Kecil,Layur ,2023,6,10824,2023-01-06
Pelagis Besar,Layaran ,2023,6,6386,2023-01-06
Karang (Reef-Associated),Ayam-ayam,2023,6,61992,2023-01-06
Pelagis Besar,Bawal Laut,2023,6,738,2023-01-06
Pelagis Besar,Cakalang ,2023,6,2263576,2023-01-06
Pelagis Besar,Cendro ,2023,6,97944,2023-01-06
Pelagis Kecil,Ekor Kuning ,2023,6,15582,2023-01-06
Demersal,Gabus Laut ,2023,6,212212,2023-01-06
Demersal,Golok-golok ,2023,6,31164,2023-01-06
Demersal,Gulamah ,2023,6,34132,2023-01-06
Karang (Reef-Associated),Kakap ,2023,6,1566,2023-01-06
Karang (Reef-Associated),Kakap Batu ,2023,6,42436,2023-01-06
Karang (Reef-Associated),Kakap Jenaha ,2023,6,15138,2023-01-06
Demersal,Gerot-gerot ,2023,6,171402,2023-01-06
Pelagis Kecil,Kapas-kapas ,2023,6,4665,2023-01-06
Karang (Reef-Associated),Kakap Merah ,2023,6,1113,2023-01-06
Karang (Reef-Associated),Kuwe Gerong ,2023,6,182654,2023-01-06
Karang (Reef-Associated),Kuwe ,2023,6,22764,2023-01-06
Pelagis Kecil,Kuro,2023,6,41923,2023-01-06
Demersal,Kurisi ,2023,6,39326,2023-01-06
Pelagis Kecil,Layang ,2023,6,2772046,2023-01-06
Karang (Reef-Associated),Kerapu,2023,6,76426,2023-01-06
Pelagis Kecil,Kembung Perempuan ,2023,6,99186,2023-01-06
Pelagis Kecil,Kembung Lelaki ,2023,6,16260,2023-01-06
Demersal,Kuniran,2023,6,23002,2023-01-06
Demersal,Selar Bentong ,2023,7,173646,2023-01-07
Demersal,Manyung,2023,7,1620,2023-01-07
Demersal,Marlin,2023,7,1563,2023-01-07
Pelagis Besar,Nyunglas ,2023,7,590,2023-01-07
Pelagis Kecil,Pari,2023,7,1881,2023-01-07
Demersal,Pedang ,2023,7,591,2023-01-07
Pelagis Besar,Peperek,2023,7,5580,2023-01-07
Pelagis Kecil,Pinjalo ,2023,7,360,2023-01-07
Karang (Reef-Associated),Pisang-pisang ,2023,7,16677,2023-01-07
Pelagis Kecil,Sebelah ,2023,7,1287,2023-01-07
Pelagis Kecil,Selar Kuning ,2023,7,1680,2023-01-07
jumlah,,2023,7,43329076,2023-01-07
Pelagis Besar,Tenggiri ,2023,7,6077,2023-01-07
Pelagis Besar,Tenggiri Papan ,2023,7,101185,2023-01-07
Pelagis Besar,Tetengkek ,2023,7,145794,2023-01-07
Pelagis Kecil,Tongkol ,2023,7,16544,2023-01-07
Pelagis Besar,Tongkol Abu-abu ,2023,7,9306,2023-01-07
Pelagis Besar,Tongkol Banyar ,2023,7,26884,2023-01-07
Pelagis Besar,Tongkol Komo ,2023,7,33605,2023-01-07
Pelagis Besar,Tongkol Lisong ,2023,7,372757,2023-01-07
Pelagis Besar,Tuna Mata Besar ,2023,7,2898,2023-01-07
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07
Pelagis Kecil,Lencam ,2023,7,2244,2023-01-07
Pelagis Kecil,Swanggi ,2023,7,23364,2023-01-07
Pelagis Besar,Lemadang ,2023,7,206625,2023-01-07
Pelagis Kecil,Layur ,2023,7,3772,2023-01-07
Pelagis Besar,Layaran ,2023,7,767,2023-01-07
Pelagis Besar,Bawal Laut,2023,7,4806,2023-01-07
Pelagis Besar,Cakalang ,2023,7,179860,2023-01-07
Pelagis Besar,Cendro ,2023,7,28446,2023-01-07
Pelagis Kecil,Ekor Kuning ,2023,7,4092,2023-01-07
Demersal,Gabus Laut ,2023,7,1122,2023-01-07
Demersal,Gerot-gerot ,2023,7,4950,2023-01-07
Demersal,Golok-golok ,2023,7,1386,2023-01-07
Demersal,Gulamah ,2023,7,3861,2023-01-07
Karang (Reef-Associated),Kakap ,2023,7,546,2023-01-07
Karang (Reef-Associated),Kakap Batu ,2023,7,4071,2023-01-07
Karang (Reef-Associated),Kakap Jenaha ,2023,7,924,2023-01-07
Karang (Reef-Associated),Ayam-ayam,2023,7,3078,2023-01-07
Pelagis Kecil,Kapas-kapas ,2023,7,33327,2023-01-07
Pelagis Kecil,Kembung Lelaki ,2023,7,1165835,2023-01-07
Pelagis Kecil,Kembung Perempuan ,2023,7,379478,2023-01-07
Karang (Reef-Associated),Kerapu,2023,7,10098,2023-01-07
Demersal,Kuniran,2023,7,30822,2023-01-07
Demersal,Kurisi ,2023,7,43098,2023-01-07
Pelagis Kecil,Kuro,2023,7,51678,2023-01-07
Karang (Reef-Associated),Kuwe ,2023,7,151998,2023-01-07
Karang (Reef-Associated),Kuwe Gerong ,2023,7,38775,2023-01-07
Pelagis Kecil,Layang ,2023,7,91728,2023-01-07
Karang (Reef-Associated),Kakap Merah ,2023,7,858,2023-01-07
Pelagis Kecil,Sebelah ,2023,8,1881,2023-01-08
Karang (Reef-Associated),Pisang-pisang ,2023,8,11673,2023-01-08
Pelagis Kecil,Pinjalo ,2023,8,648,2023-01-08
Pelagis Besar,Peperek,2023,8,11340,2023-01-08
Demersal,Manyung,2023,8,450,2023-01-08
Pelagis Kecil,Pari,2023,8,20922,2023-01-08
Pelagis Besar,Nyunglas ,2023,8,944,2023-01-08
Demersal,Marlin,2023,8,2811,2023-01-08
Demersal,Selar Bentong ,2023,8,140778,2023-01-08
Demersal,Pedang ,2023,8,723,2023-01-08
jumlah,,2023,8,71270012,2023-01-08
Pelagis Kecil,Tongkol ,2023,8,247126,2023-01-08
Pelagis Besar,Tenggiri ,2023,8,12213,2023-01-08
Pelagis Besar,Tenggiri Papan ,2023,8,14927,2023-01-08
Pelagis Besar,Tetengkek ,2023,8,186637,2023-01-08
Pelagis Besar,Tongkol Abu-abu ,2023,8,80652,2023-01-08
Pelagis Besar,Tongkol Banyar ,2023,8,6204,2023-01-08
Pelagis Besar,Tongkol Komo ,2023,8,32571,2023-01-08
Pelagis Besar,Tongkol Lisong ,2023,8,46013,2023-01-08
Pelagis Besar,Tuna Mata Besar ,2023,8,26496,2023-01-08
Pelagis Besar,Tuna Sirip Kuning,2023,8,12286692,2023-01-08
Pelagis Kecil,Lencam ,2023,8,924,2023-01-08
Pelagis Kecil,Swanggi ,2023,8,2838,2023-01-08
Pelagis Besar,Lemadang ,2023,8,33048,2023-01-08
Pelagis Kecil,Selar Kuning ,2023,8,22092,2023-01-08
Pelagis Besar,Layaran ,2023,8,31506,2023-01-08
Karang (Reef-Associated),Ayam-ayam,2023,8,4374,2023-01-08
Pelagis Besar,Bawal Laut,2023,8,7344,2023-01-08
Pelagis Besar,Cakalang ,2023,8,2874977,2023-01-08
Pelagis Besar,Cendro ,2023,8,40986,2023-01-08
Pelagis Kecil,Ekor Kuning ,2023,8,2772,2023-01-08
Demersal,Gabus Laut ,2023,8,858,2023-01-08
Demersal,Gerot-gerot ,2023,8,7920,2023-01-08
Demersal,Golok-golok ,2023,8,37818,2023-01-08
Demersal,Gulamah ,2023,8,69432,2023-01-08
Karang (Reef-Associated),Kakap ,2023,8,6552,2023-01-08
Karang (Reef-Associated),Kakap Batu ,2023,8,5487,2023-01-08
Pelagis Kecil,Layur ,2023,8,705282,2023-01-08
Karang (Reef-Associated),Kakap Merah ,2023,8,1023,2023-01-08
Pelagis Kecil,Kapas-kapas ,2023,8,14805,2023-01-08
Pelagis Kecil,Kembung Lelaki ,2023,8,1157046,2023-01-08
Pelagis Kecil,Kembung Perempuan ,2023,8,477191,2023-01-08
Karang (Reef-Associated),Kerapu,2023,8,13662,2023-01-08
Demersal,Kuniran,2023,8,48906,2023-01-08
Demersal,Kurisi ,2023,8,4290,2023-01-08
Pelagis Kecil,Kuro,2023,8,20460,2023-01-08
Karang (Reef-Associated),Kuwe ,2023,8,146828,2023-01-08
Karang (Reef-Associated),Kuwe Gerong ,2023,8,13959,2023-01-08
Pelagis Kecil,Layang ,2023,8,185073,2023-01-08
Karang (Reef-Associated),Kakap Jenaha ,2023,8,11928,2023-01-08
Pelagis Kecil,Sebelah ,2023,9,5901,2023-01-09
Karang (Reef-Associated),Pisang-pisang ,2023,9,14980,2023-01-09
Pelagis Kecil,Pinjalo ,2023,9,735,2023-01-09
Pelagis Besar,Peperek,2023,9,16170,2023-01-09
Demersal,Manyung,2023,9,1078,2023-01-09
Pelagis Kecil,Pari,2023,9,45484,2023-01-09
Pelagis Besar,Nyunglas ,2023,9,83956,2023-01-09
Demersal,Marlin,2023,9,3408,2023-01-09
Demersal,Selar Bentong ,2023,9,1014348,2023-01-09
Demersal,Pedang ,2023,9,147618,2023-01-09
Pelagis Kecil,Selar Kuning ,2023,9,230824,2023-01-09
Pelagis Besar,Tongkol Abu-abu ,2023,9,55476,2023-01-09
Pelagis Besar,Tenggiri ,2023,9,105084,2023-01-09
Pelagis Besar,Tenggiri Papan ,2023,9,162074,2023-01-09
Pelagis Besar,Tetengkek ,2023,9,338484,2023-01-09
Pelagis Kecil,Tongkol ,2023,9,12462,2023-01-09
Pelagis Besar,Tongkol Banyar ,2023,9,93666,2023-01-09
Pelagis Besar,Tongkol Komo ,2023,9,53064,2023-01-09
Pelagis Besar,Tongkol Lisong ,2023,9,403608,2023-01-09
Pelagis Besar,Tuna Mata Besar ,2023,9,12896,2023-01-09
Pelagis Besar,Tuna Sirip Kuning,2023,9,106207335,2023-01-09
jumlah,,2023,9,761664815,2023-01-09
Pelagis Kecil,Lencam ,2023,9,86016,2023-01-09
Pelagis Kecil,Swanggi ,2023,9,34816,2023-01-09
Pelagis Besar,Lemadang ,2023,9,21570,2023-01-09
Pelagis Kecil,Layur ,2023,9,92232,2023-01-09
Pelagis Besar,Layaran ,2023,9,225616,2023-01-09
Karang (Reef-Associated),Ayam-ayam,2023,9,49496,2023-01-09
Pelagis Besar,Bawal Laut,2023,9,5244,2023-01-09
Pelagis Besar,Cakalang ,2023,9,27755286,2023-01-09
Pelagis Besar,Cendro ,2023,9,26624,2023-01-09
Pelagis Kecil,Ekor Kuning ,2023,9,2586624,2023-01-09
Demersal,Gabus Laut ,2023,9,174592,2023-01-09
Demersal,Golok-golok ,2023,9,429568,2023-01-09
Demersal,Gulamah ,2023,9,799744,2023-01-09
Karang (Reef-Associated),Kakap ,2023,9,702,2023-01-09
Karang (Reef-Associated),Kakap Batu ,2023,9,71036,2023-01-09
Karang (Reef-Associated),Kakap Jenaha ,2023,9,7345,2023-01-09
Demersal,Gerot-gerot ,2023,9,933376,2023-01-09
Pelagis Kecil,Kapas-kapas ,2023,9,159537,2023-01-09
Karang (Reef-Associated),Kakap Merah ,2023,9,10496,2023-01-09
Karang (Reef-Associated),Kuwe Gerong ,2023,9,149544,2023-01-09
Karang (Reef-Associated),Kuwe ,2023,9,20904,2023-01-09
Pelagis Kecil,Kuro,2023,9,2669056,2023-01-09
Demersal,Kurisi ,2023,9,1172992,2023-01-09
Pelagis Kecil,Layang ,2023,9,2067612,2023-01-09
Karang (Reef-Associated),Kerapu,2023,9,141312,2023-01-09
Pelagis Kecil,Kembung Perempuan ,2023,9,469938,2023-01-09
Pelagis Kecil,Kembung Lelaki ,2023,9,1217256,2023-01-09
Demersal,Kuniran,2023,9,1056768,2023-01-09
Demersal,Selar Bentong ,2023,10,28616,2023-01-10
Demersal,Manyung,2023,10,2736,2023-01-10
Demersal,Marlin,2023,10,3308,2023-01-10
Pelagis Besar,Nyunglas ,2023,10,846,2023-01-10
Pelagis Kecil,Pari,2023,10,3528,2023-01-10
Demersal,Pedang ,2023,10,974,2023-01-10
Pelagis Besar,Peperek,2023,10,22120,2023-01-10
Pelagis Kecil,Pinjalo ,2023,10,1376,2023-01-10
Karang (Reef-Associated),Pisang-pisang ,2023,10,14032,2023-01-10
Pelagis Kecil,Sebelah ,2023,10,5944,2023-01-10
Pelagis Kecil,Selar Kuning ,2023,10,40176,2023-01-10
jumlah,,2023,10,77948625,2023-01-10
Pelagis Besar,Tenggiri ,2023,10,1186,2023-01-10
Pelagis Besar,Tenggiri Papan ,2023,10,1234,2023-01-10
Pelagis Besar,Tetengkek ,2023,10,31476,2023-01-10
Pelagis Kecil,Tongkol ,2023,10,18103,2023-01-10
Pelagis Besar,Tongkol Abu-abu ,2023,10,688,2023-01-10
Pelagis Besar,Tongkol Banyar ,2023,10,127753,2023-01-10
Pelagis Besar,Tongkol Komo ,2023,10,44376,2023-01-10
Pelagis Besar,Tongkol Lisong ,2023,10,41495,2023-01-10
Pelagis Besar,Tuna Mata Besar ,2023,10,817,2023-01-10
Pelagis Besar,Tuna Sirip Kuning,2023,10,79680,2023-01-10
Pelagis Kecil,Lencam ,2023,10,1288,2023-01-10
Pelagis Kecil,Swanggi ,2023,10,47824,2023-01-10
Pelagis Besar,Lemadang ,2023,10,23595,2023-01-10
Pelagis Kecil,Layur ,2023,10,1353788,2023-01-10
Pelagis Besar,Layaran ,2023,10,2234,2023-01-10
Pelagis Besar,Bawal Laut,2023,10,10736,2023-01-10
Pelagis Besar,Cakalang ,2023,10,170107,2023-01-10
Pelagis Besar,Cendro ,2023,10,58968,2023-01-10
Pelagis Kecil,Ekor Kuning ,2023,10,121072,2023-01-10
Demersal,Gabus Laut ,2023,10,234584,2023-01-10
Demersal,Gerot-gerot ,2023,10,132832,2023-01-10
Demersal,Golok-golok ,2023,10,79688,2023-01-10
Demersal,Gulamah ,2023,10,253568,2023-01-10
Karang (Reef-Associated),Kakap ,2023,10,12136,2023-01-10
Karang (Reef-Associated),Kakap Batu ,2023,10,592,2023-01-10
Karang (Reef-Associated),Kakap Jenaha ,2023,10,17316,2023-01-10
Karang (Reef-Associated),Ayam-ayam,2023,10,5500,2023-01-10
Pelagis Kecil,Kapas-kapas ,2023,10,2080265,2023-01-10
Pelagis Kecil,Kembung Lelaki ,2023,10,174279,2023-01-10
Pelagis Kecil,Kembung Perempuan ,2023,10,200552,2023-01-10
Karang (Reef-Associated),Kerapu,2023,10,17136,2023-01-10
Demersal,Kuniran,2023,10,15456,2023-01-10
Demersal,Kurisi ,2023,10,98168,2023-01-10
Pelagis Kecil,Kuro,2023,10,36624,2023-01-10
Karang (Reef-Associated),Kuwe ,2023,10,2795,2023-01-10
Karang (Reef-Associated),Kuwe Gerong ,2023,10,17458,2023-01-10
Pelagis Kecil,Layang ,2023,10,182896,2023-01-10
Karang (Reef-Associated),Kakap Merah ,2023,10,17696,2023-01-10
Demersal,Selar Bentong ,2023,11,19362,2023-01-11
Pelagis Kecil,Sebelah ,2023,11,3192,2023-01-11
Karang (Reef-Associated),Pisang-pisang ,2023,11,52020,2023-01-11
Pelagis Kecil,Pinjalo ,2023,11,420,2023-01-11
Demersal,Marlin,2023,11,1905,2023-01-11
Demersal,Pedang ,2023,11,108875,2023-01-11
Pelagis Kecil,Pari,2023,11,2016,2023-01-11
Pelagis Besar,Nyunglas ,2023,11,871,2023-01-11
Pelagis Kecil,Selar Kuning ,2023,11,32795,2023-01-11
Pelagis Besar,Peperek,2023,11,13740,2023-01-11
Pelagis Kecil,Swanggi ,2023,11,210105,2023-01-11
Pelagis Besar,Tongkol Abu-abu ,2023,11,945,2023-01-11
Pelagis Besar,Tenggiri Papan ,2023,11,122275,2023-01-11
Pelagis Besar,Tetengkek ,2023,11,1596,2023-01-11
Pelagis Kecil,Tongkol ,2023,11,12215,2023-01-11
Pelagis Besar,Tongkol Banyar ,2023,11,9798,2023-01-11
Pelagis Besar,Tongkol Komo ,2023,11,77745,2023-01-11
Pelagis Besar,Tongkol Lisong ,2023,11,307785,2023-01-11
Pelagis Besar,Tuna Mata Besar ,2023,11,760375,2023-01-11
Pelagis Besar,Tuna Sirip Kuning,2023,11,87555,2023-01-11
jumlah,,2023,11,68915855,2023-01-11
Demersal,Manyung,2023,11,1638,2023-01-11
Pelagis Besar,Tenggiri ,2023,11,112895,2023-01-11
Pelagis Kecil,Lencam ,2023,11,6525,2023-01-11
Pelagis Besar,Lemadang ,2023,11,16140,2023-01-11
Karang (Reef-Associated),Ayam-ayam,2023,11,34749,2023-01-11
Pelagis Kecil,Layur ,2023,11,1669473,2023-01-11
Pelagis Besar,Bawal Laut,2023,11,1419,2023-01-11
Pelagis Besar,Cakalang ,2023,11,125209125,2023-01-11
Pelagis Besar,Cendro ,2023,11,56985,2023-01-11
Pelagis Kecil,Ekor Kuning ,2023,11,70905,2023-01-11
Demersal,Gabus Laut ,2023,11,36975,2023-01-11
Demersal,Gerot-gerot ,2023,11,63075,2023-01-11
Demersal,Gulamah ,2023,11,22185,2023-01-11
Karang (Reef-Associated),Kakap ,2023,11,1176,2023-01-11
Karang (Reef-Associated),Kakap Batu ,2023,11,296,2023-01-11
Karang (Reef-Associated),Kakap Jenaha ,2023,11,11536,2023-01-11
Demersal,Golok-golok ,2023,11,77865,2023-01-11
Pelagis Kecil,Kapas-kapas ,2023,11,17613,2023-01-11
Karang (Reef-Associated),Kakap Merah ,2023,11,16095,2023-01-11
Pelagis Kecil,Layang ,2023,11,1906975,2023-01-11
Karang (Reef-Associated),Kuwe Gerong ,2023,11,10675,2023-01-11
Karang (Reef-Associated),Kuwe ,2023,11,19705,2023-01-11
Pelagis Kecil,Kuro,2023,11,23577,2023-01-11
Pelagis Besar,Layaran ,2023,11,15725,2023-01-11
Demersal,Kuniran,2023,11,962655,2023-01-11
Karang (Reef-Associated),Kerapu,2023,11,1044,2023-01-11
Pelagis Kecil,Kembung Perempuan ,2023,11,14588,2023-01-11
Pelagis Kecil,Kembung Lelaki ,2023,11,5705,2023-01-11
Demersal,Kurisi ,2023,11,57681,2023-01-11
Demersal,Selar Bentong ,2023,12,1662389091,2023-01-12
Demersal,Manyung,2023,12,1711636364,2023-01-12
Demersal,Marlin,2023,12,1575454545,2023-01-12
Pelagis Besar,Nyunglas ,2023,12,5027272727,2023-01-12
Pelagis Kecil,Pari,2023,12,1954127273,2023-01-12
Demersal,Pedang ,2023,12,5738181818,2023-01-12
Pelagis Besar,Peperek,2023,12,9616090909,2023-01-12
Pelagis Kecil,Pinjalo ,2023,12,6414545455,2023-01-12
Karang (Reef-Associated),Pisang-pisang ,2023,12,2813236364,2023-01-12
Pelagis Kecil,Sebelah ,2023,12,2925818182,2023-01-12
Pelagis Kecil,Selar Kuning ,2023,12,2245272727,2023-01-12
Pelagis Kecil,Lencam ,2023,12,651,2023-01-12
Pelagis Besar,Tenggiri ,2023,12,600,2023-01-12
Pelagis Besar,Tenggiri Papan ,2023,12,7801818182,2023-01-12
Pelagis Besar,Tetengkek ,2023,12,1767272727,2023-01-12
Pelagis Kecil,Tongkol ,2023,12,1087854545,2023-01-12
Pelagis Besar,Tongkol Abu-abu ,2023,12,6946909091,2023-01-12
Pelagis Besar,Tongkol Banyar ,2023,12,5338909091,2023-01-12
Pelagis Besar,Tongkol Komo ,2023,12,38208,2023-01-12
Pelagis Besar,Tongkol Lisong ,2023,12,3707345455,2023-01-12
Pelagis Besar,Tuna Mata Besar ,2023,12,1424545455,2023-01-12
Pelagis Besar,Tuna Sirip Kuning,2023,12,6436145455,2023-01-12
jumlah,,2023,12,4982092727,2023-01-12
Pelagis Kecil,Swanggi ,2023,12,2470981818,2023-01-12
Pelagis Besar,Lemadang ,2023,12,168525,2023-01-12
Pelagis Kecil,Layur ,2023,12,5323290909,2023-01-12
Pelagis Besar,Layaran ,2023,12,1036545455,2023-01-12
Pelagis Besar,Bawal Laut,2023,12,6536727273,2023-01-12
Pelagis Besar,Cakalang ,2023,12,1626033182,2023-01-12
Pelagis Besar,Cendro ,2023,12,4466818182,2023-01-12
Pelagis Kecil,Ekor Kuning ,2023,12,7525672727,2023-01-12
Demersal,Gabus Laut ,2023,12,3650672727,2023-01-12
Demersal,Gerot-gerot ,2023,12,73036,2023-01-12
Demersal,Golok-golok ,2023,12,3539072727,2023-01-12
Demersal,Gulamah ,2023,12,8742563636,2023-01-12
Karang (Reef-Associated),Kakap ,2023,12,8722545455,2023-01-12
Karang (Reef-Associated),Kakap Batu ,2023,12,3230909091,2023-01-12
Karang (Reef-Associated),Kakap Jenaha ,2023,12,1009581818,2023-01-12
Karang (Reef-Associated),Ayam-ayam,2023,12,4318690909,2023-01-12
Pelagis Kecil,Kapas-kapas ,2023,12,1009190909,2023-01-12
Pelagis Kecil,Kembung Lelaki ,2023,12,5259490909,2023-01-12
Pelagis Kecil,Kembung Perempuan ,2023,12,3644945455,2023-01-12
Karang (Reef-Associated),Kerapu,2023,12,1090636364,2023-01-12
Demersal,Kuniran,2023,12,5494327273,2023-01-12
Demersal,Kurisi ,2023,12,4597018182,2023-01-12
Pelagis Kecil,Kuro,2023,12,1390716364,2023-01-12
Karang (Reef-Associated),Kuwe ,2023,12,5232436364,2023-01-12
Karang (Reef-Associated),Kuwe Gerong ,2023,12,1007127273,2023-01-12
Pelagis Kecil,Layang ,2023,12,1737545455,2023-01-12
Karang (Reef-Associated),Kakap Merah ,2023,12,1170109091,2023-01-12
Demersal,Selar Bentong,2024,1,39334,2024-01-01
Pelagis Kecil,Sebelah,2024,1,1840,2024-01-01
Karang (Reef-Associated),Pisang-pisang,2024,1,16079,2024-01-01
Pelagis Kecil,Pinjalo,2024,1,688,2024-01-01
Demersal,Marlin,2024,1,544,2024-01-01
Demersal,Pedang,2024,1,306,2024-01-01
Pelagis Kecil,Pari,2024,1,985,2024-01-01
Pelagis Besar,Nyunglas,2024,1,451,2024-01-01
Pelagis Kecil,Selar Kuning,2024,1,3287,2024-01-01
Pelagis Besar,Peperek,2024,1,1856,2024-01-01
Pelagis Kecil,Swanggi,2024,1,4206,2024-01-01
Pelagis Besar,Tongkol Abu-Abu,2024,1,3764,2024-01-01
Pelagis Besar,Tenggiri Papan,2024,1,320,2024-01-01
Pelagis Besar,Tetengkek,2024,1,1250,2024-01-01
Pelagis Kecil,Tongkol,2024,1,32594,2024-01-01
Pelagis Besar,Tongkol Banyar,2024,1,13956,2024-01-01
Pelagis Besar,Tongkol Komo,2024,1,78260,2024-01-01
Pelagis Besar,Tongkol Lisong,2024,1,82715,2024-01-01
Pelagis Besar,Tuna Mata Besar,2024,1,1026,2024-01-01
Pelagis Besar,Tuna Sirip Kuning,2024,1,48284,2024-01-01
jumlah,,2024,1,725865,2024-01-01
Demersal,Manyung,2024,1,479,2024-01-01
Pelagis Besar,Tenggiri,2024,1,480,2024-01-01
Pelagis Kecil,Lencam,2024,1,672,2024-01-01
Pelagis Besar,Lemadang,2024,1,46694,2024-01-01
Karang (Reef-Associated),Ayam ayam,2024,1,3961,2024-01-01
Pelagis Kecil,Layur,2024,1,37055,2024-01-01
Pelagis Besar,Bawal laut,2024,1,814,2024-01-01
Pelagis Besar,Cakalang,2024,1,155878,2024-01-01
Pelagis Besar,Cendro,2024,1,4419,2024-01-01
Pelagis Kecil,Ekor kuning,2024,1,12999,2024-01-01
Demersal,Gabus Laut,2024,1,459,2024-01-01
Demersal,Gerot Gerot,2024,1,2871,2024-01-01
Demersal,Gulamah/Tigawaja/Samgeh,2024,1,1837,2024-01-01
Karang (Reef-Associated),Kakap,2024,1,1369,2024-01-01
Karang (Reef-Associated),Kakap Batu,2024,1,1776,2024-01-01
Karang (Reef-Associated),Kakap Jenaha,2024,1,2205,2024-01-01
Demersal,Golok golok,2024,1,2278,2024-01-01
Pelagis Kecil,Kapas kapas/Bagas,2024,1,52009,2024-01-01
Karang (Reef-Associated),Kakap Merah,2024,1,2167,2024-01-01
Pelagis Kecil,Layang,2024,1,14003,2024-01-01
Karang (Reef-Associated),Kuwe gerong,2024,1,301,2024-01-01
Karang (Reef-Associated),Kuwe,2024,1,2709,2024-01-01
Pelagis Kecil,Kuro/Senangin/laosan,2024,1,6204,2024-01-01
Pelagis Besar,Layaran,2024,1,1060,2024-01-01
Demersal,Kuniran/biji nangka,2024,1,3701,2024-01-01
Karang (Reef-Associated),Kerapu,2024,1,852,2024-01-01
Pelagis Kecil,Kembung Perempuan,2024,1,2581,2024-01-01
Pelagis Kecil,Kembung Lelaki,2024,1,2473,2024-01-01
Demersal,Kurisi,2024,1,29814,2024-01-01
Demersal,Selar Bentong,2024,2,17164,2024-01-02
