jenis_ikan,nama_ikan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Jumlah_kg
Pelagis Kecil,Kuro,8733.0,10082.0,10147.5,10811.699999999999,5731.6,4192.3,5167.799999999999,20460.0,26690.559999999998,36624.0,23577.0,13907.163636363635,176124.62363636363
Karang (Reef-Associated),Kuwe ,8309.550000000001,19709.05,14633.550000000001,5500.949999999999,1665.3200000000002,2276.4,1519.98,1468.28,2090.4,2795.0,1970.5000000000002,5232.436363636363,67171.41636363637
Karang (Reef-Associated),Kuwe Gerong ,697.5,618.0,697.5,2673.75,252.96,1826.54,387.75,1395.9,1495.4399999999998,1745.8,1067.5,1007.1272727272731,13865.767272727273
Pelagis Kecil,Layang ,36127.4,32201.600000000002,47085.90000000001,29760.0,30906.0,27720.460000000003,9172.800000000001,18507.300000000003,20676.120000000003,18289.600000000002,19069.75,17375.454545454544,306892.3845454545
Pelagis Besar,Layaran ,518.0,600.0,351.5,314.5,412.0,638.6,767.0,3150.6,2256.16,2234.0,1572.5,1036.5454545454545,13851.405454545455
Pelagis Kecil,Layur ,1984.4,2870.0,902.0,4346.0,2214.0,10824.0,3772.0,70528.19999999998,92232.0,135378.8,166947.3,53232.909090909096,545231.609090909
Pelagis Besar,Lemadang ,10944.0,6172.5,17082.0,8010.0,12553.5,15600.0,20662.5,33048.0,21570.0,23595.0,16140.0,16852.5,202230.0
Pelagis Kecil,Lencam ,387.45,355.0,528.9,430.5,356.0,845.8799999999999,224.39999999999998,924.0,860.16,1288.0,652.5,651.0,7503.79
Demersal,Manyung,1530.0,1170.0,1152.0,1440.0,1890.0,2655.0,1620.0,450.0,1078.0,2736.0,1638.0,1711.6363636363637,19070.636363636364
Demersal,Marlin,540.0,1292.0,855.0,723.0,1166.0,1386.0,1563.0,2811.0,3408.0,3308.0,1905.0,1575.4545454545455,20532.454545454544
Pelagis Besar,Nyunglas ,268.0,220.0,221.1,360.125,298.20000000000005,517.59,590.0,944.0,839.5600000000001,846.0,871.0,502.72727272727275,6478.302272727273
Pelagis Kecil,Pari,276.0,508.4,450.0,612.0,1067.6,2826.0,1881.0,2092.2,4548.4,3528.0,2016.0,1954.1272727272726,21759.727272727272
Demersal,Pedang ,83.75,262.0,239.525,318.25,460.08000000000004,681.6,591.0,723.0,1476.1800000000003,974.0,1088.75,573.8181818181819,7471.953181818182
Pelagis Besar,Peperek,2610.0,1440.0,2097.0,3888.0,5517.0,7020.0,5580.0,11340.0,16170.0,22120.0,13740.0,9616.09090909091,101138.09090909091
Pelagis Kecil,Pinjalo ,270.0,207.0,315.0,801.0,585.0,747.0,360.0,648.0,735.0,1376.0,420.0,641.4545454545454,7105.454545454545
Karang (Reef-Associated),Pisang-pisang ,16560.0,28602.0,32328.0,20700.0,31230.0,38610.0,16677.0,11673.0,14980.0,14032.0,52020.0,28132.36363636364,305544.36363636365
Pelagis Kecil,Sebelah ,1170.0,1431.0,1260.0,2943.0,1080.0,2070.0,1287.0,1881.0,5901.0,5944.0,3192.0,2925.8181818181815,31084.81818181818
Demersal,Selar Bentong ,31872.0,12951.8,8688.0,11100.0,16328.0,11680.8,17364.6,14077.8,10143.48,28616.0,19362.0,16623.890909090907,198808.3709090909
Pelagis Kecil,Selar Kuning ,1116.0,960.0,961.0,1112.8999999999999,1842.2400000000002,2424.0,1680.0,2209.2000000000003,2308.2400000000002,4017.6000000000004,3279.5,2245.2727272727275,24155.95272727273
Pelagis Kecil,Swanggi ,553.5,908.8,430.5,2859.75,2207.2,3858.4,2336.4,2838.0,3481.6,4782.4,2101.05,2470.9818181818177,28828.581818181814
Pelagis Besar,Tenggiri ,301.5,260.0,164.15,309.875,668.8199999999999,272.64000000000004,607.7,1221.3,1050.8400000000001,1186.0,1128.95,600.0,7771.775000000001
Pelagis Besar,Tenggiri Papan ,237.85,280.0,304.84999999999997,251.25,474.99000000000007,1437.75,1011.85,1492.7,1620.74,1234.0,1222.75,780.1818181818181,10348.911818181818
Pelagis Besar,Tetengkek ,6147.300000000002,6102.75,5301.0,5719.5,11225.1,2005.4,1457.94,1866.3700000000001,3384.8399999999997,3147.6,1596.0,1767.2727272727275,49721.07272727273
Pelagis Kecil,Tongkol ,5142.900000000001,5500.2,5054.550000000001,4808.1,11488.6,1300.8,1654.4,2471.2599999999998,1246.2,1810.3,1221.5,1087.8545454545454,42786.66454545455
Pelagis Besar,Tongkol Abu-abu ,5347.5,5819.5,5012.699999999999,4882.5,11172.4,867.2,930.6,806.52,554.7600000000001,688.0,945.0,694.690909090909,37721.3709090909
Pelagis Besar,Tongkol Banyar ,6231.0,6437.5,6603.0,6231.0,12827.18,3631.4,2688.4,6204.0,9366.6,12775.3,9798.0,5338.90909090909,88132.2890909091
Pelagis Besar,Tongkol Komo ,7347.0,7158.5,5952.0,6612.300000000002,13280.4,4021.6400000000003,3360.5,3257.1,5306.4,4437.6,7774.5,3820.8000000000006,72328.74
Pelagis Besar,Tongkol Lisong ,8509.5,8240.0,8044.5,7388.85,12595.3,4878.0,3727.5700000000006,4601.3,4036.0800000000004,4149.5,3077.8500000000004,3707.3454545454547,72955.79545454547
Pelagis Besar,Tuna Mata Besar ,3650.0,4750.0,3613.5,5511.5,1624.0,3329.2,2898.0,2649.6,1289.6,817.0,760.375,1424.5454545454545,32317.320454545454
Pelagis Besar,Tuna Sirip Kuning,26251.500000000004,25836.3,33081.0,70825.5,90522.0,101468.1,90152.64000000001,122866.92,106207.33499999999,79680.0,87555.0,64361.45454545453,898807.7495454545
jumlah,,351998.85,292973.7475,343043.77,413801.1,508681.42999999993,588533.6400000001,433290.76000000007,712700.1200000001,761664.815,779486.25,689158.5499999999,498209.27272727276,6373542.305227272
