nama_ikan,ds,y
Marlin,2021-01-02,8550
Marlin,2021-01-03,11250
Marlin,2021-01-04,15125
Marlin,2021-01-05,13750
Marlin,2021-01-06,14500
Marlin,2021-01-08,9000
Marlin,2021-01-09,4500
Marlin,2021-01-10,4000
Marlin,2021-01-11,14425
Marlin,2021-01-12,14175
Marlin,2022-01-01,2400
Marlin,2022-01-02,2120
Marlin,2022-01-03,1800
Marlin,2022-01-04,2715
Marlin,2022-01-05,2288
Marlin,2022-01-06,2354
Marlin,2022-01-07,3854
Marlin,2022-01-08,3180
Marlin,2022-01-09,3840
Marlin,2022-01-10,2040
Marlin,2022-01-11,1310
Marlin,2022-01-12,2640
Marlin,2023-01-01,540
Marlin,2023-01-02,1292
Marlin,2023-01-03,855
Marlin,2023-01-04,723
Marlin,2023-01-05,1166
Marlin,2023-01-06,1386
Marlin,2023-01-07,1563
Marlin,2023-01-08,2811
Marlin,2023-01-09,3408
Marlin,2023-01-10,3308
Marlin,2023-01-11,1905
Marlin,2024-01-01,544
Marlin,2024-01-02,544
Marlin,2024-01-03,1946
Marlin,2024-01-04,1072
Marlin,2024-01-05,1460
Marlin,2024-01-06,1232
Marlin,2024-01-07,2240
Marlin,2024-01-08,2806
Marlin,2024-01-09,2940
Marlin,2024-01-10,4977
Marlin,2024-01-11,4648
Marlin,2024-01-12,4488
Nyunglas,2022-01-01,134
Nyunglas,2022-01-02,420
Nyunglas,2022-01-03,268
Nyunglas,2022-01-05,4899
Nyunglas,2022-01-06,2343
Nyunglas,2022-01-09,7228
Nyunglas,2022-01-10,352
Nyunglas,2022-01-11,2514
Nyunglas,2022-01-12,396
Nyunglas,2023-01-01,268
Nyunglas,2023-01-02,220
Nyunglas,2023-01-03,2211
Nyunglas,2023-01-05,2982
Nyunglas,2023-01-07,590
Nyunglas,2023-01-08,944
Nyunglas,2023-01-10,846
Nyunglas,2023-01-11,871
Nyunglas,2024-01-01,451
Nyunglas,2024-01-02,1560
Nyunglas,2024-01-03,1220
Nyunglas,2024-01-04,797
Nyunglas,2024-01-05,400
Nyunglas,2024-01-06,487
Nyunglas,2024-01-07,554
Nyunglas,2024-01-08,920
Nyunglas,2024-01-09,1926
Nyunglas,2024-01-10,4784
Nyunglas,2024-01-11,4069
Nyunglas,2024-01-12,3989
Pari,2019-01-01,980
Pari,2019-01-02,1120
Pari,2019-01-03,1680
Pari,2019-01-04,1152
Pari,2019-01-05,2016
Pari,2019-01-06,992
Pari,2019-01-07,2070
Pari,2019-01-08,840
Pari,2019-01-09,240
Pari,2019-01-10,420
Pari,2019-01-11,300
Pari,2019-01-12,550
Pari,2020-01-01,674
Pari,2020-01-02,652
Pari,2020-01-03,632
Pari,2020-01-04,656
Pari,2020-01-05,702
Pari,2020-01-06,730
Pari,2020-01-07,756
Pari,2020-01-08,656
Pari,2020-01-09,620
Pari,2020-01-10,654
Pari,2020-01-11,703
Pari,2020-01-12,653
Pari,2021-01-02,1050
Pari,2021-01-03,875
Pari,2021-01-04,1350
Pari,2021-01-05,875
Pari,2021-01-06,650
Pari,2021-01-07,425
Pari,2021-01-08,650
Pari,2021-01-09,475
Pari,2021-01-10,1075
Pari,2021-01-11,1200
Pari,2021-01-12,1025
Pari,2022-01-02,3090
Pari,2022-01-03,3456
Pari,2022-01-04,2640
Pari,2022-01-08,4176
Pari,2022-01-10,1250
Pari,2022-01-11,2950
Pari,2022-01-12,1600
Pari,2023-01-01,276
Pari,2023-01-03,450
Pari,2023-01-04,612
Pari,2023-01-06,2826
Pari,2023-01-07,1881
Pari,2023-01-10,3528
Pari,2023-01-11,2016
Pari,2024-01-01,985
Pari,2024-01-02,1595
Pari,2024-01-03,1204
Pari,2024-01-04,986
Pari,2024-01-05,700
Pari,2024-01-06,929
Pari,2024-01-07,577
Pari,2024-01-08,734
Pari,2024-01-09,1108
Pari,2024-01-10,1313
Pari,2024-01-11,1014
Pari,2024-01-12,1000
Pedang,2022-01-02,38775
Pedang,2022-01-03,50625
Pedang,2022-01-04,729
Pedang,2022-01-05,5456
Pedang,2022-01-06,744
Pedang,2022-01-07,61575
Pedang,2022-01-08,1350
Pedang,2022-01-09,4695
Pedang,2022-01-10,2115
Pedang,2022-01-11,376
Pedang,2022-01-12,235
Pedang,2023-01-01,8375
Pedang,2023-01-02,262
Pedang,2023-01-04,31825
Pedang,2023-01-05,46008
Pedang,2023-01-06,6816
Pedang,2023-01-07,591
Pedang,2023-01-08,723
Pedang,2023-01-10,974
Pedang,2024-01-01,306
Pedang,2024-01-02,180
Pedang,2024-01-03,697
Pedang,2024-01-04,560
Pedang,2024-01-05,440
Pedang,2024-01-06,640
Pedang,2024-01-07,920
Pedang,2024-01-08,1024
Pedang,2024-01-09,1144
Pedang,2024-01-10,1357
Pedang,2024-01-11,1282
Pedang,2024-01-12,1251
Peperek,2019-01-02,3045
Peperek,2019-01-03,805
Peperek,2019-01-04,672
Peperek,2019-01-05,6016
Peperek,2019-01-06,384
Peperek,2019-01-07,2400
Peperek,2019-01-08,2010
Peperek,2019-01-09,1590
Peperek,2019-01-10,1320
Peperek,2019-01-11,990
Peperek,2019-01-12,550
Peperek,2020-01-01,1825
Peperek,2020-01-02,1832
Peperek,2020-01-03,1856
Peperek,2020-01-04,1872
Peperek,2020-01-05,1868
Peperek,2020-01-06,1856
Peperek,2020-01-07,1832
Peperek,2020-01-08,1892
Peperek,2020-01-09,1864
Peperek,2020-01-10,1730
Peperek,2020-01-11,1760
Peperek,2020-01-12,1713
Peperek,2021-01-01,1500
Peperek,2021-01-02,1150
Peperek,2021-01-03,1500
Peperek,2021-01-04,2175
Peperek,2021-01-05,2575
Peperek,2021-01-06,3250
Peperek,2021-01-07,3250
Peperek,2021-01-08,1750
Peperek,2021-01-09,1850
Peperek,2021-01-10,3000
Peperek,2021-01-11,3550
Peperek,2021-01-12,3300
Peperek,2022-01-01,10010
Peperek,2022-01-02,8960
Peperek,2022-01-03,11200
Peperek,2022-01-05,6160
Peperek,2022-01-06,5180
Peperek,2022-01-07,4830
Peperek,2022-01-08,3496
Peperek,2022-01-09,3960
Peperek,2022-01-10,6020
Peperek,2022-01-11,10640
Peperek,2022-01-12,6790
Peperek,2023-01-01,2610
Peperek,2023-01-02,1440
Peperek,2023-01-03,2097
Peperek,2023-01-04,3888
Peperek,2023-01-05,5517
Peperek,2023-01-06,7020
Peperek,2023-01-07,5580
Peperek,2023-01-08,11340
Peperek,2024-01-01,1856
Peperek,2024-01-02,3455
Peperek,2024-01-03,4784
Peperek,2024-01-04,3360
Peperek,2024-01-05,4501
Peperek,2024-01-06,5460
Peperek,2024-01-07,3888
Peperek,2024-01-08,5028
Peperek,2024-01-09,6000
Peperek,2024-01-10,7168
Peperek,2024-01-11,5376
Peperek,2024-01-12,5310
Pinjalo,2022-01-01,490
Pinjalo,2022-01-02,252
Pinjalo,2022-01-03,630
Pinjalo,2022-01-04,1190
Pinjalo,2022-01-05,630
Pinjalo,2022-01-06,840
Pinjalo,2022-01-07,1190
Pinjalo,2022-01-08,494
Pinjalo,2022-01-09,475
Pinjalo,2022-01-12,1610
Pinjalo,2023-01-01,270
Pinjalo,2023-01-02,207
Pinjalo,2023-01-03,315
Pinjalo,2023-01-04,801
Pinjalo,2023-01-05,585
Pinjalo,2023-01-06,747
Pinjalo,2023-01-07,360
Pinjalo,2023-01-08,648
Pinjalo,2023-01-09,735
Pinjalo,2023-01-10,1376
Pinjalo,2023-01-11,420
Pinjalo,2024-01-01,688
Pinjalo,2024-01-02,1144
Pinjalo,2024-01-03,479
Pinjalo,2024-01-04,546
Pinjalo,2024-01-05,1022
Pinjalo,2024-01-06,819
Pinjalo,2024-01-07,336
Pinjalo,2024-01-08,1176
Pinjalo,2024-01-09,1045
Pinjalo,2024-01-10,1136
Pinjalo,2024-01-11,479
Pinjalo,2024-01-12,473
Pisang-pisang,2022-01-01,31500
Pisang-pisang,2022-01-02,36400
Pisang-pisang,2022-01-03,28840
Pisang-pisang,2022-01-04,42560
Pisang-pisang,2022-01-05,27559
Pisang-pisang,2022-01-06,37870
Pisang-pisang,2022-01-07,29400
Pisang-pisang,2022-01-08,21280
Pisang-pisang,2022-01-09,27700
Pisang-pisang,2022-01-10,27230
Pisang-pisang,2022-01-11,22890
Pisang-pisang,2022-01-12,28784
Pisang-pisang,2023-01-01,16560
Pisang-pisang,2023-01-02,28602
Pisang-pisang,2023-01-03,32328
Pisang-pisang,2023-01-04,20700
Pisang-pisang,2023-01-05,31230
Pisang-pisang,2023-01-06,38610
Pisang-pisang,2023-01-07,16677
Pisang-pisang,2023-01-08,11673
Pisang-pisang,2023-01-09,14980
Pisang-pisang,2023-01-10,14032
Pisang-pisang,2023-01-11,52020
Pisang-pisang,2024-01-01,16079
Pisang-pisang,2024-01-02,14873
Pisang-pisang,2024-01-03,37032
Pisang-pisang,2024-01-04,22120
Pisang-pisang,2024-01-05,35741
Pisang-pisang,2024-01-06,33963
Pisang-pisang,2024-01-07,30720
Pisang-pisang,2024-01-08,6174
Pisang-pisang,2024-01-09,17570
Pisang-pisang,2024-01-10,3600
Pisang-pisang,2024-01-11,3524
Pisang-pisang,2024-01-12,3508
Sebelah,2022-01-01,3220
Sebelah,2022-01-02,2100
Sebelah,2022-01-03,2800
Sebelah,2022-01-04,1946
Sebelah,2022-01-05,2240
Sebelah,2022-01-06,2870
Sebelah,2022-01-07,2240
Sebelah,2022-01-08,950
Sebelah,2022-01-09,1000
Sebelah,2022-01-10,994
Sebelah,2022-01-11,1610
Sebelah,2022-01-12,1610
Sebelah,2023-01-01,1170
Sebelah,2023-01-02,1431
Sebelah,2023-01-03,1260
Sebelah,2023-01-04,2943
Sebelah,2023-01-05,1080
Sebelah,2023-01-06,2070
Sebelah,2023-01-07,1287
Sebelah,2023-01-08,1881
Sebelah,2023-01-11,3192
Sebelah,2024-01-01,1840
Sebelah,2024-01-02,864
Sebelah,2024-01-04,840
Sebelah,2024-01-05,1190
Sebelah,2024-01-06,1849
Sebelah,2024-01-07,1103
Sebelah,2024-01-08,2120
Sebelah,2024-01-09,1513
Sebelah,2024-01-10,912
Sebelah,2024-01-11,900
Sebelah,2024-01-12,895
Selar,2019-01-01,1820
Selar,2019-01-02,4900
Selar,2019-01-03,1505
Selar,2019-01-04,1824
Selar,2019-01-05,4928
Selar,2019-01-07,1590
Selar,2019-01-08,3450
Selar,2019-01-10,6300
Selar,2019-01-11,3960
Selar,2019-01-12,4400
Selar,2020-01-01,2428
Selar,2020-01-02,2456
Selar,2020-01-03,2413
Selar,2020-01-04,2335
Selar,2020-01-05,2450
Selar,2020-01-06,2432
Selar,2020-01-07,2193
Selar,2020-01-08,2120
Selar,2020-01-09,2986
Selar,2020-01-10,2532
Selar,2020-01-11,2140
Selar,2020-01-12,2650
Selar,2021-01-01,2750
Selar,2021-01-02,3750
Selar,2021-01-03,3500
Selar,2021-01-04,3250
Selar,2021-01-05,5500
Selar,2021-01-06,5250
Selar,2021-01-07,4000
Selar,2021-01-08,2250
Selar,2021-01-09,2500
Selar,2021-01-10,175
Selar,2021-01-11,425
Selar,2021-01-12,250
Selar Bentong,2022-01-01,8016
Selar Bentong,2022-01-02,10000
Selar Bentong,2022-01-03,15840
Selar Bentong,2022-01-04,23328
Selar Bentong,2022-01-05,77216
Selar Bentong,2022-01-06,79248
Selar Bentong,2022-01-07,55328
Selar Bentong,2022-01-08,4872
Selar Bentong,2022-01-10,23465
Selar Bentong,2022-01-11,26630
Selar Bentong,2022-01-12,23940
Selar Bentong,2023-01-01,31872
Selar Bentong,2023-01-02,129518
Selar Bentong,2023-01-03,8688
Selar Bentong,2023-01-04,11100
Selar Bentong,2023-01-05,16328
Selar Bentong,2023-01-06,116808
Selar Bentong,2023-01-10,28616
Selar Bentong,2023-01-11,19362
Selar Bentong,2024-01-01,39334
Selar Bentong,2024-01-02,17164
Selar Bentong,2024-01-03,7588
Selar Bentong,2024-01-04,4735
Selar Bentong,2024-01-05,10566
Selar Bentong,2024-01-06,6366
Selar Bentong,2024-01-07,5752
Selar Bentong,2024-01-08,10904
Selar Bentong,2024-01-09,11304
Selar Bentong,2024-01-10,12458
Selar Bentong,2024-01-11,12168
Selar Bentong,2024-01-12,12053
Selar Kuning,2022-01-01,1240
Selar Kuning,2022-01-02,3360
Selar Kuning,2022-01-03,3720
Selar Kuning,2022-01-04,4929
Selar Kuning,2022-01-05,22624
Selar Kuning,2022-01-06,25048
Selar Kuning,2022-01-07,18841
Selar Kuning,2022-01-08,420
Selar Kuning,2022-01-09,4876
Selar Kuning,2022-01-10,3800
Selar Kuning,2022-01-11,6600
Selar Kuning,2022-01-12,4200
Selar Kuning,2023-01-01,1116
Selar Kuning,2023-01-02,960
Selar Kuning,2023-01-03,961
Selar Kuning,2023-01-04,11129
Selar Kuning,2023-01-06,2424
Selar Kuning,2023-01-07,1680
Selar Kuning,2023-01-08,22092
Selar Kuning,2024-01-01,3287
Selar Kuning,2024-01-02,3414
Selar Kuning,2024-01-03,4752
Selar Kuning,2024-01-04,2768
Selar Kuning,2024-01-05,2357
Selar Kuning,2024-01-06,2860
Selar Kuning,2024-01-07,2347
Selar Kuning,2024-01-08,3120
Selar Kuning,2024-01-09,3705
Selar Kuning,2024-01-10,4091
Selar Kuning,2024-01-11,4007
Selar Kuning,2024-01-12,3883
Swanggi,2019-01-01,210
Swanggi,2019-01-02,420
Swanggi,2019-01-03,420
Swanggi,2019-01-04,768
Swanggi,2019-01-05,3488
Swanggi,2019-01-06,672
Swanggi,2019-01-07,1038
Swanggi,2019-01-08,858
Swanggi,2019-01-09,900
Swanggi,2019-01-10,1260
Swanggi,2019-01-11,1110
Swanggi,2019-01-12,9075
Swanggi,2020-01-01,517
Swanggi,2020-01-02,486
Swanggi,2020-01-03,495
Swanggi,2020-01-04,520
Swanggi,2020-01-05,508
Swanggi,2020-01-06,532
Swanggi,2020-01-07,503
Swanggi,2020-01-08,512
Swanggi,2020-01-09,602
Swanggi,2020-01-10,432
Swanggi,2020-01-11,613
Swanggi,2020-01-12,485
Swanggi,2021-01-01,500
Swanggi,2021-01-02,350
Swanggi,2021-01-03,475
Swanggi,2021-01-04,300
Swanggi,2021-01-05,1000
Swanggi,2021-01-06,525
Swanggi,2021-01-07,325
Swanggi,2021-01-08,100
Swanggi,2021-01-09,700
Swanggi,2021-01-10,600
Swanggi,2021-01-11,725
Swanggi,2021-01-12,475
Swanggi,2022-01-01,1089
Swanggi,2022-01-04,12375
Swanggi,2022-01-05,11248
Swanggi,2022-01-06,14306
Swanggi,2022-01-07,13806
Swanggi,2022-01-08,9048
Swanggi,2022-01-09,19208
Swanggi,2022-01-10,1550
Swanggi,2022-01-11,5750
Swanggi,2022-01-12,2100
Swanggi,2023-01-01,5535
Swanggi,2023-01-02,9088
Swanggi,2023-01-03,4305
Swanggi,2023-01-08,2838
Swanggi,2024-01-01,4206
Swanggi,2024-01-02,14794
Swanggi,2024-01-03,3707
Swanggi,2024-01-04,3311
Swanggi,2024-01-05,2207
Swanggi,2024-01-06,1722
Swanggi,2024-01-07,2030
Swanggi,2024-01-08,4355
Swanggi,2024-01-09,1135
Swanggi,2024-01-10,1459
Swanggi,2024-01-11,1414
Swanggi,2024-01-12,1377
Tambakan,2019-01-01,875
Tambakan,2019-01-02,700
Tambakan,2019-01-03,875
Tambakan,2019-01-05,640
Tambakan,2019-01-06,560
Tambakan,2019-01-07,0
Tambakan,2019-01-08,0
Tambakan,2019-01-09,300
Tambakan,2019-01-10,90
Tambakan,2019-01-11,90
Tambakan,2019-01-12,0
Tambakan,2020-01-01,615
Tambakan,2020-01-02,630
Tambakan,2020-01-03,654
Tambakan,2020-01-04,680
Tambakan,2020-01-05,621
Tambakan,2020-01-06,671
Tambakan,2020-01-07,520
Tambakan,2020-01-08,541
Tambakan,2020-01-09,510
Tambakan,2020-01-10,602
Tambakan,2020-01-11,656
Tambakan,2020-01-12,680
Tambakan,2021-01-01,725
Tambakan,2021-01-02,800
Tambakan,2021-01-03,700
Tambakan,2021-01-04,850
Tambakan,2021-01-05,750
Tambakan,2021-01-06,200
Tambakan,2021-01-07,425
Tambakan,2021-01-08,150
Tambakan,2021-01-09,350
Tambakan,2021-01-10,375
Tambakan,2021-01-11,625
Tambakan,2021-01-12,375
Tembang,2019-01-01,1225
Tembang,2019-01-02,1050
Tembang,2019-01-03,1400
Tembang,2019-01-04,1392
Tembang,2019-01-06,1120
Tembang,2019-01-07,1530
Tembang,2019-01-08,360
Tembang,2019-01-09,450
Tembang,2019-01-10,0
Tembang,2019-01-11,0
Tembang,2019-01-12,0
Tembang,2020-01-01,918
Tembang,2020-01-02,930
Tembang,2020-01-03,925
Tembang,2020-01-04,914
Tembang,2020-01-05,891
Tembang,2020-01-06,970
Tembang,2020-01-07,956
Tembang,2020-01-08,903
Tembang,2020-01-09,886
Tembang,2020-01-10,975
Tembang,2020-01-11,845
Tembang,2020-01-12,899
Tembang,2021-01-01,580
Tembang,2021-01-02,381
Tembang,2021-01-03,282
Tembang,2021-01-04,183
Tembang,2021-01-05,148
Tembang,2021-01-06,194
Tembang,2021-01-07,195
Tembang,2021-01-08,196
Tembang,2021-01-09,157
Tembang,2021-01-10,228
Tembang,2021-01-11,329
Tembang,2021-01-12,330
Tenggiri,2019-01-01,4900
Tenggiri,2019-01-04,2736
Tenggiri,2019-01-06,3392
Tenggiri,2019-01-07,5940
Tenggiri,2019-01-08,4950
Tenggiri,2019-01-09,5430
Tenggiri,2019-01-10,6330
Tenggiri,2019-01-11,4530
Tenggiri,2020-01-01,8023
Tenggiri,2020-01-02,7985
Tenggiri,2020-01-03,8501
Tenggiri,2020-01-04,7560
Tenggiri,2020-01-05,8540
Tenggiri,2020-01-06,7851
Tenggiri,2020-01-07,8565
Tenggiri,2020-01-08,7225
Tenggiri,2020-01-09,7986
Tenggiri,2020-01-10,8732
Tenggiri,2020-01-11,7956
Tenggiri,2020-01-12,7356
Tenggiri,2021-01-01,2605
Tenggiri,2021-01-03,1525
Tenggiri,2021-01-04,2650
Tenggiri,2021-01-05,3000
Tenggiri,2021-01-06,1300
Tenggiri,2021-01-07,2725
Tenggiri,2021-01-08,1975
Tenggiri,2021-01-09,1225
Tenggiri,2022-01-01,670
Tenggiri,2022-01-02,700
Tenggiri,2022-01-04,5695
Tenggiri,2022-01-05,4473
Tenggiri,2022-01-08,354
Tenggiri,2022-01-09,3614
Tenggiri,2022-01-10,360
Tenggiri,2022-01-11,2100
Tenggiri,2022-01-12,420
Tenggiri,2023-01-01,3015
Tenggiri,2023-01-02,260
Tenggiri,2023-01-03,16415
Tenggiri,2023-01-07,6077
Tenggiri,2023-01-08,12213
Tenggiri,2023-01-10,1186
Tenggiri,2023-01-12,600
Tenggiri,2024-01-01,480
Tenggiri,2024-01-02,735
Tenggiri,2024-01-03,568
Tenggiri,2024-01-04,452
Tenggiri,2024-01-05,580
Tenggiri,2024-01-06,491
Tenggiri,2024-01-07,671
Tenggiri,2024-01-08,860
Tenggiri,2024-01-09,941
Tenggiri,2024-01-10,2841
Tenggiri,2024-01-11,2969
Tenggiri,2024-01-12,2933
Tenggiri Papan,2022-01-01,45225
Tenggiri Papan,2022-01-02,480
Tenggiri Papan,2022-01-03,3685
Tenggiri Papan,2022-01-04,51925
Tenggiri Papan,2022-01-05,39405
Tenggiri Papan,2022-01-06,2982
Tenggiri Papan,2022-01-07,41481
Tenggiri Papan,2022-01-08,413
Tenggiri Papan,2022-01-09,10286
Tenggiri Papan,2022-01-10,820
Tenggiri Papan,2022-01-11,1158
Tenggiri Papan,2022-01-12,1060
Tenggiri Papan,2023-01-01,23785
Tenggiri Papan,2023-01-02,280
Tenggiri Papan,2023-01-03,30485
Tenggiri Papan,2023-01-04,25125
Tenggiri Papan,2023-01-05,47499
Tenggiri Papan,2023-01-08,14927
Tenggiri Papan,2023-01-10,1234
Tenggiri Papan,2024-01-01,320
Tenggiri Papan,2024-01-02,422
Tenggiri Papan,2024-01-03,620
Tenggiri Papan,2024-01-04,492
Tenggiri Papan,2024-01-05,624
Tenggiri Papan,2024-01-06,596
Tenggiri Papan,2024-01-07,640
Tenggiri Papan,2024-01-08,729
Tenggiri Papan,2024-01-09,842
Tenggiri Papan,2024-01-10,2090
Tenggiri Papan,2024-01-11,2111
Tenggiri Papan,2024-01-12,1945
Teri,2019-01-01,0
Teri,2019-01-02,0
Teri,2019-01-03,0
Teri,2019-01-04,0
Teri,2019-01-05,0
Teri,2019-01-06,0
Teri,2019-01-07,0
Teri,2019-01-08,0
Teri,2019-01-09,0
Teri,2019-01-10,0
Teri,2019-01-11,0
Teri,2019-01-12,0
Teri,2020-01-01,0
Teri,2020-01-02,0
Teri,2020-01-03,0
Teri,2020-01-04,0
Teri,2020-01-05,0
Teri,2020-01-06,0
Teri,2020-01-07,0
Teri,2020-01-08,0
Teri,2020-01-09,0
Teri,2020-01-10,0
Teri,2020-01-11,0
Teri,2020-01-12,0
Teri,2021-01-01,0
Teri,2021-01-02,0
Teri,2021-01-03,0
Teri,2021-01-04,0
Teri,2021-01-05,0
Teri,2021-01-06,0
Teri,2021-01-07,0
Teri,2021-01-08,0
Teri,2021-01-09,0
Teri,2021-01-10,0
Teri,2021-01-11,0
Teri,2021-01-12,0
Tetengkek,2019-01-01,420
Tetengkek,2019-01-02,1750
Tetengkek,2019-01-03,2205
Tetengkek,2019-01-04,736
Tetengkek,2019-01-05,1344
Tetengkek,2019-01-06,704
Tetengkek,2019-01-07,1650
Tetengkek,2019-01-08,684
Tetengkek,2019-01-09,630
Tetengkek,2019-01-10,990
Tetengkek,2019-01-11,0
Tetengkek,2019-01-12,1045
Tetengkek,2020-01-01,741
Tetengkek,2020-01-02,659
Tetengkek,2020-01-03,696
Tetengkek,2020-01-04,720
Tetengkek,2020-01-05,692
Tetengkek,2020-01-06,655
Tetengkek,2020-01-07,687
Tetengkek,2020-01-08,732
Tetengkek,2020-01-09,756
Tetengkek,2020-01-10,714
Tetengkek,2020-01-11,922
Tetengkek,2020-01-12,924
Tetengkek,2021-01-01,425
Tetengkek,2021-01-02,325
Tetengkek,2021-01-03,600
Tetengkek,2021-01-04,750
Tetengkek,2021-01-05,400
Tetengkek,2021-01-06,125
Tetengkek,2021-01-07,6625
Tetengkek,2021-01-08,750
Tetengkek,2021-01-09,550
Tetengkek,2021-01-10,1075
Tetengkek,2021-01-11,1575
Tetengkek,2021-01-12,1325
Tetengkek,2022-01-02,783
Tetengkek,2022-01-03,10395
Tetengkek,2022-01-04,7931
Tetengkek,2022-01-06,693
Tetengkek,2022-01-07,4736
Tetengkek,2022-01-08,5871
Tetengkek,2022-01-09,10956
Tetengkek,2022-01-10,1840
Tetengkek,2022-01-11,1720
Tetengkek,2022-01-12,2200
Tetengkek,2023-01-03,5301
Tetengkek,2023-01-11,1596
Tetengkek,2024-01-01,1250
Tetengkek,2024-01-02,775
Tetengkek,2024-01-03,1651
Tetengkek,2024-01-04,822
Tetengkek,2024-01-05,578
Tetengkek,2024-01-06,1564
Tetengkek,2024-01-07,1134
Tetengkek,2024-01-08,2352
Tetengkek,2024-01-09,2274
Tetengkek,2024-01-10,1309
Tetengkek,2024-01-11,1309
Tetengkek,2024-01-12,1286
Tongkol,2019-01-01,50680
Tongkol,2019-01-02,45920
Tongkol,2019-01-03,30821
Tongkol,2019-01-04,30240
Tongkol,2019-01-05,5856
Tongkol,2019-01-06,28928
Tongkol,2019-01-08,56148
Tongkol,2019-01-09,54240
Tongkol,2019-01-10,61125
Tongkol,2019-01-11,36360
Tongkol,2020-01-01,38631
Tongkol,2020-01-02,38231
Tongkol,2020-01-03,37560
Tongkol,2020-01-04,36893
Tongkol,2020-01-05,36560
Tongkol,2020-01-06,35501
Tongkol,2020-01-07,36530
Tongkol,2020-01-08,37560
Tongkol,2020-01-09,52032
Tongkol,2020-01-10,38625
Tongkol,2020-01-11,38205
Tongkol,2020-01-12,37250
Tongkol,2021-01-01,38000
Tongkol,2021-01-02,25375
Tongkol,2021-01-04,17075
Tongkol,2021-01-05,8225
Tongkol,2021-01-06,26150
Tongkol,2021-01-07,31175
Tongkol,2021-01-08,9025
Tongkol,2021-01-09,10950
Tongkol,2021-01-10,26925
Tongkol,2021-01-11,29425
Tongkol,2021-01-12,31925
Tongkol,2022-01-01,462
Tongkol,2022-01-02,957
Tongkol,2022-01-03,24255
Tongkol,2022-01-04,5005
Tongkol,2022-01-07,14708
Tongkol,2022-01-08,89952
Tongkol,2022-01-09,7304
Tongkol,2022-01-10,880
Tongkol,2022-01-11,560
Tongkol,2022-01-12,1020
Tongkol,2023-01-01,51429
Tongkol,2023-01-02,55002
Tongkol,2023-01-04,48081
Tongkol,2023-01-06,13008
Tongkol,2023-01-07,16544
Tongkol,2023-01-09,12462
Tongkol,2023-01-10,18103
Tongkol,2023-01-11,12215
Tongkol,2024-01-01,32594
Tongkol,2024-01-02,30242
Tongkol,2024-01-03,19075
Tongkol,2024-01-04,6473
Tongkol,2024-01-05,10941
Tongkol,2024-01-06,8730
Tongkol,2024-01-07,7918
Tongkol,2024-01-08,15232
Tongkol,2024-01-09,30901
Tongkol,2024-01-10,20673
Tongkol,2024-01-11,19815
Tongkol,2024-01-12,19511
Tongkol Abu-Abu,2022-01-01,3465
Tongkol Abu-Abu,2022-01-02,2175
Tongkol Abu-Abu,2022-01-03,308
Tongkol Abu-Abu,2022-01-04,1925
Tongkol Abu-Abu,2022-01-05,5811
Tongkol Abu-Abu,2022-01-07,2368
Tongkol Abu-Abu,2022-01-08,5253
Tongkol Abu-Abu,2022-01-09,2822
Tongkol Abu-Abu,2022-01-10,360
Tongkol Abu-Abu,2022-01-11,1120
Tongkol Abu-Abu,2022-01-12,1720
Tongkol Abu-Abu,2024-01-01,3764
Tongkol Abu-Abu,2024-01-02,604
Tongkol Abu-Abu,2024-01-03,1186
Tongkol Abu-Abu,2024-01-04,468
Tongkol Abu-Abu,2024-01-05,1913
Tongkol Abu-Abu,2024-01-06,1003
Tongkol Abu-Abu,2024-01-07,729
Tongkol Abu-Abu,2024-01-08,2037
Tongkol Abu-Abu,2024-01-09,6436
Tongkol Abu-Abu,2024-01-10,6237
Tongkol Abu-Abu,2024-01-11,6245
Tongkol Abu-Abu,2024-01-12,6207
Tongkol Abu-abu,2023-01-01,53475
Tongkol Abu-abu,2023-01-02,58195
Tongkol Abu-abu,2023-01-03,50127
Tongkol Abu-abu,2023-01-04,48825
Tongkol Abu-abu,2023-01-05,111724
Tongkol Abu-abu,2023-01-06,8672
Tongkol Abu-abu,2023-01-07,9306
Tongkol Abu-abu,2023-01-08,80652
Tongkol Abu-abu,2023-01-09,55476
Tongkol Abu-abu,2023-01-10,688
Tongkol Abu-abu,2023-01-11,945
Tongkol Banyar,2023-01-01,6231
Tongkol Banyar,2023-01-03,6603
Tongkol Banyar,2023-01-04,6231
Tongkol Banyar,2023-01-06,36314
Tongkol Banyar,2023-01-07,26884
Tongkol Banyar,2023-01-08,6204
Tongkol Banyar,2023-01-11,9798
Tongkol Banyar,2024-01-01,13956
Tongkol Banyar,2024-01-02,19973
Tongkol Banyar,2024-01-03,13372
Tongkol Banyar,2024-01-04,4137
Tongkol Banyar,2024-01-05,5834
Tongkol Banyar,2024-01-06,4828
Tongkol Banyar,2024-01-07,4289
Tongkol Banyar,2024-01-08,9698
Tongkol Banyar,2024-01-09,17255
Tongkol Banyar,2024-01-10,12623
Tongkol Banyar,2024-01-11,12429
Tongkol Banyar,2024-01-12,12364
Tongkol Komo,2022-01-01,4620
Tongkol Komo,2022-01-02,4089
Tongkol Komo,2022-01-03,78155
Tongkol Komo,2022-01-04,92785
Tongkol Komo,2022-01-05,72414
Tongkol Komo,2022-01-06,95634
Tongkol Komo,2022-01-07,61272
Tongkol Komo,2022-01-08,24102
